# Input	GeneSymbol	GeneID	PathwayName	PathwayID
slc2a4	SLC2A4	6517	Adipocytokine signaling pathway	KEGG:hsa04920
slc2a4	SLC2A4	6517	AMPK signaling pathway	KEGG:hsa04152
slc2a4	SLC2A4	6517	Developmental Biology	REACT:R-HSA-1266738
slc2a4	SLC2A4	6517	Facilitative Na+-independent glucose transporters	REACT:R-HSA-428790
slc2a4	SLC2A4	6517	FoxO signaling pathway	KEGG:hsa04068
slc2a4	SLC2A4	6517	Glucose transport	REACT:R-HSA-70153
slc2a4	SLC2A4	6517	Hexose transport	REACT:R-HSA-189200
slc2a4	SLC2A4	6517	Insulin resistance	KEGG:hsa04931
slc2a4	SLC2A4	6517	Insulin signaling pathway	KEGG:hsa04910
slc2a4	SLC2A4	6517	Membrane Trafficking	REACT:R-HSA-199991
slc2a4	SLC2A4	6517	Metabolism	REACT:R-HSA-1430728
slc2a4	SLC2A4	6517	Metabolism of carbohydrates	REACT:R-HSA-71387
slc2a4	SLC2A4	6517	SLC-mediated transmembrane transport	REACT:R-HSA-425407
slc2a4	SLC2A4	6517	Transcriptional regulation of white adipocyte differentiation	REACT:R-HSA-381340
slc2a4	SLC2A4	6517	Translocation of GLUT4 to the plasma membrane	REACT:R-HSA-1445148
slc2a4	SLC2A4	6517	Transmembrane transport of small molecules	REACT:R-HSA-382551
slc2a4	SLC2A4	6517	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	REACT:R-HSA-425366
slc2a4	SLC2A4	6517	Type II diabetes mellitus	KEGG:hsa04930
slc2a4	SLC2A4	6517	Vesicle-mediated transport	REACT:R-HSA-5653656
igf1	IGF1	3479	Aldosterone-regulated sodium reabsorption	KEGG:hsa04960
igf1	IGF1	3479	AMPK signaling pathway	KEGG:hsa04152
igf1	IGF1	3479	Breast cancer	KEGG:hsa05224
igf1	IGF1	3479	Dilated cardiomyopathy	KEGG:hsa05414
igf1	IGF1	3479	EGFR tyrosine kinase inhibitor resistance	KEGG:hsa01521
igf1	IGF1	3479	Endocrine resistance	KEGG:hsa01522
igf1	IGF1	3479	Focal adhesion	KEGG:hsa04510
igf1	IGF1	3479	FoxO signaling pathway	KEGG:hsa04068
igf1	IGF1	3479	Glioma	KEGG:hsa05214
igf1	IGF1	3479	Hemostasis	REACT:R-HSA-109582
igf1	IGF1	3479	HIF-1 signaling pathway	KEGG:hsa04066
igf1	IGF1	3479	Hypertrophic cardiomyopathy (HCM)	KEGG:hsa05410
igf1	IGF1	3479	IGF1R signaling cascade	REACT:R-HSA-2428924
igf1	IGF1	3479	Inflammatory mediator regulation of TRP channels	KEGG:hsa04750
igf1	IGF1	3479	IRS-related events triggered by IGF1R	REACT:R-HSA-2428928
igf1	IGF1	3479	Longevity regulating pathway	KEGG:hsa04211
igf1	IGF1	3479	Longevity regulating pathway - multiple species	KEGG:hsa04213
igf1	IGF1	3479	Long-term depression	KEGG:hsa04730
igf1	IGF1	3479	Melanoma	KEGG:hsa05218
igf1	IGF1	3479	Metabolism of proteins	REACT:R-HSA-392499
igf1	IGF1	3479	mTOR signaling pathway	KEGG:hsa04150
igf1	IGF1	3479	Oocyte meiosis	KEGG:hsa04114
igf1	IGF1	3479	Ovarian steroidogenesis	KEGG:hsa04913
igf1	IGF1	3479	p53 signaling pathway	KEGG:hsa04115
igf1	IGF1	3479	Pathways in cancer	KEGG:hsa05200
igf1	IGF1	3479	Peptide hormone metabolism	REACT:R-HSA-2980736
igf1	IGF1	3479	PI3K-Akt signaling pathway	KEGG:hsa04151
igf1	IGF1	3479	Platelet activation, signaling and aggregation	REACT:R-HSA-76002
igf1	IGF1	3479	Platelet degranulation	REACT:R-HSA-114608
igf1	IGF1	3479	Progesterone-mediated oocyte maturation	KEGG:hsa04914
igf1	IGF1	3479	Prostate cancer	KEGG:hsa05215
igf1	IGF1	3479	Proteoglycans in cancer	KEGG:hsa05205
igf1	IGF1	3479	Rap1 signaling pathway	KEGG:hsa04015
igf1	IGF1	3479	Ras signaling pathway	KEGG:hsa04014
igf1	IGF1	3479	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	REACT:R-HSA-381426
igf1	IGF1	3479	Response to elevated platelet cytosolic Ca2+	REACT:R-HSA-76005
igf1	IGF1	3479	SHC-related events triggered by IGF1R	REACT:R-HSA-2428933
igf1	IGF1	3479	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	REACT:R-HSA-2404192
igf1	IGF1	3479	Signaling pathways regulating pluripotency of stem cells	KEGG:hsa04550
igf1	IGF1	3479	Signal Transduction	REACT:R-HSA-162582
igf1	IGF1	3479	Synthesis, secretion, and deacylation of Ghrelin	REACT:R-HSA-422085
igf1	IGF1	3479	Transcriptional misregulation in cancer	KEGG:hsa05202
gatm	GATM	2628	Arginine and proline metabolism	KEGG:hsa00330
gatm	GATM	2628	Creatine metabolism	REACT:R-HSA-71288
gatm	GATM	2628	Creatine pathway	KEGG:hsa_M00047
gatm	GATM	2628	Glycine, serine and threonine metabolism	KEGG:hsa00260
gatm	GATM	2628	Metabolic pathways	KEGG:hsa01100
gatm	GATM	2628	Metabolism	REACT:R-HSA-1430728
gatm	GATM	2628	Metabolism of amino acids and derivatives	REACT:R-HSA-71291
gatm	GATM	2628	Metabolism of polyamines	REACT:R-HSA-351202
slc6a8	SLC6A8	6535	Creatine metabolism	REACT:R-HSA-71288
slc6a8	SLC6A8	6535	Metabolism	REACT:R-HSA-1430728
slc6a8	SLC6A8	6535	Metabolism of amino acids and derivatives	REACT:R-HSA-71291
slc6a8	SLC6A8	6535	Metabolism of polyamines	REACT:R-HSA-351202
akt1	AKT1	207	Activation of BAD and translocation to mitochondria	REACT:R-HSA-111447
akt1	AKT1	207	Activation of BH3-only proteins	REACT:R-HSA-114452
akt1	AKT1	207	Acute myeloid leukemia	KEGG:hsa05221
akt1	AKT1	207	Adaptive Immune System	REACT:R-HSA-1280218
akt1	AKT1	207	Adipocytokine signaling pathway	KEGG:hsa04920
akt1	AKT1	207	Adrenergic signaling in cardiomyocytes	KEGG:hsa04261
akt1	AKT1	207	AGE-RAGE signaling pathway in diabetic complications	KEGG:hsa04933
akt1	AKT1	207	AKT-mediated inactivation of FOXO1A	REACT:R-HSA-211163
akt1	AKT1	207	AKT phosphorylates targets in the cytosol	REACT:R-HSA-198323
akt1	AKT1	207	AKT phosphorylates targets in the nucleus	REACT:R-HSA-198693
akt1	AKT1	207	AMPK signaling pathway	KEGG:hsa04152
akt1	AKT1	207	Apelin signaling pathway	KEGG:hsa04371
akt1	AKT1	207	Apoptosis	REACT:R-HSA-109581
akt1	AKT1	207	Apoptosis	KEGG:hsa04210
akt1	AKT1	207	Autophagy - animal	KEGG:hsa04140
akt1	AKT1	207	B cell receptor signaling pathway	KEGG:hsa04662
akt1	AKT1	207	Breast cancer	KEGG:hsa05224
akt1	AKT1	207	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	REACT:R-HSA-450385
akt1	AKT1	207	cAMP signaling pathway	KEGG:hsa04024
akt1	AKT1	207	Carbohydrate digestion and absorption	KEGG:hsa04973
akt1	AKT1	207	CD28 co-stimulation	REACT:R-HSA-389356
akt1	AKT1	207	CD28 dependent PI3K/Akt signaling	REACT:R-HSA-389357
akt1	AKT1	207	Cell Cycle	REACT:R-HSA-1640170
akt1	AKT1	207	Cell Cycle, Mitotic	REACT:R-HSA-69278
akt1	AKT1	207	Central carbon metabolism in cancer	KEGG:hsa05230
akt1	AKT1	207	cGMP-PKG signaling pathway	KEGG:hsa04022
akt1	AKT1	207	Chagas disease (American trypanosomiasis)	KEGG:hsa05142
akt1	AKT1	207	Chemokine signaling pathway	KEGG:hsa04062
akt1	AKT1	207	Choline metabolism in cancer	KEGG:hsa05231
akt1	AKT1	207	Cholinergic synapse	KEGG:hsa04725
akt1	AKT1	207	Chronic myeloid leukemia	KEGG:hsa05220
akt1	AKT1	207	Colorectal cancer	KEGG:hsa05210
akt1	AKT1	207	Constitutive Signaling by AKT1 E17K in Cancer	REACT:R-HSA-5674400
akt1	AKT1	207	Costimulation by the CD28 family	REACT:R-HSA-388841
akt1	AKT1	207	CTLA4 inhibitory signaling	REACT:R-HSA-389513
akt1	AKT1	207	Cyclin E associated events during G1/S transition	REACT:R-HSA-69202
akt1	AKT1	207	Cytokine Signaling in Immune system	REACT:R-HSA-1280215
akt1	AKT1	207	DAP12 interactions	REACT:R-HSA-2172127
akt1	AKT1	207	DAP12 signaling	REACT:R-HSA-2424491
akt1	AKT1	207	Deactivation of the beta-catenin transactivating complex	REACT:R-HSA-3769402
akt1	AKT1	207	Developmental Biology	REACT:R-HSA-1266738
akt1	AKT1	207	Disease	REACT:R-HSA-1643685
akt1	AKT1	207	Diseases of signal transduction	REACT:R-HSA-5663202
akt1	AKT1	207	Dopaminergic synapse	KEGG:hsa04728
akt1	AKT1	207	Downregulation of ERBB2:ERBB3 signaling	REACT:R-HSA-1358803
akt1	AKT1	207	Downregulation of ERBB2 signaling	REACT:R-HSA-8863795
akt1	AKT1	207	Downstream signaling events of B Cell Receptor (BCR)	REACT:R-HSA-1168372
akt1	AKT1	207	Downstream signal transduction	REACT:R-HSA-186763
akt1	AKT1	207	EGFR tyrosine kinase inhibitor resistance	KEGG:hsa01521
akt1	AKT1	207	Endocrine resistance	KEGG:hsa01522
akt1	AKT1	207	Endometrial cancer	KEGG:hsa05213
akt1	AKT1	207	eNOS activation	REACT:R-HSA-203615
akt1	AKT1	207	eNOS activation and regulation	REACT:R-HSA-203765
akt1	AKT1	207	Epstein-Barr virus infection	KEGG:hsa05169
akt1	AKT1	207	ErbB signaling pathway	KEGG:hsa04012
akt1	AKT1	207	Estrogen signaling pathway	KEGG:hsa04915
akt1	AKT1	207	Fc epsilon receptor (FCERI) signaling	REACT:R-HSA-2454202
akt1	AKT1	207	Fc epsilon RI signaling pathway	KEGG:hsa04664
akt1	AKT1	207	Fc gamma R-mediated phagocytosis	KEGG:hsa04666
akt1	AKT1	207	Fluid shear stress and atherosclerosis	KEGG:hsa05418
akt1	AKT1	207	Focal adhesion	KEGG:hsa04510
akt1	AKT1	207	FoxO signaling pathway	KEGG:hsa04068
akt1	AKT1	207	G1/S Transition	REACT:R-HSA-69206
akt1	AKT1	207	GAB1 signalosome	REACT:R-HSA-180292
akt1	AKT1	207	G beta:gamma signalling through PI3Kgamma	REACT:R-HSA-392451
akt1	AKT1	207	Gene Expression	REACT:R-HSA-74160
akt1	AKT1	207	Generic Transcription Pathway	REACT:R-HSA-212436
akt1	AKT1	207	Glioma	KEGG:hsa05214
akt1	AKT1	207	Glucagon signaling pathway	KEGG:hsa04922
akt1	AKT1	207	GPCR downstream signaling	REACT:R-HSA-388396
akt1	AKT1	207	G-protein beta:gamma signalling	REACT:R-HSA-397795
akt1	AKT1	207	GPVI-mediated activation cascade	REACT:R-HSA-114604
akt1	AKT1	207	Hemostasis	REACT:R-HSA-109582
akt1	AKT1	207	Hepatitis B	KEGG:hsa05161
akt1	AKT1	207	Hepatitis C	KEGG:hsa05160
akt1	AKT1	207	HIF-1 signaling pathway	KEGG:hsa04066
akt1	AKT1	207	HTLV-I infection	KEGG:hsa05166
akt1	AKT1	207	IGF1R signaling cascade	REACT:R-HSA-2428924
akt1	AKT1	207	Immune System	REACT:R-HSA-168256
akt1	AKT1	207	Influenza A	KEGG:hsa05164
akt1	AKT1	207	Innate Immune System	REACT:R-HSA-168249
akt1	AKT1	207	Insulin receptor signalling cascade	REACT:R-HSA-74751
akt1	AKT1	207	Insulin resistance	KEGG:hsa04931
akt1	AKT1	207	Insulin signaling pathway	KEGG:hsa04910
akt1	AKT1	207	Integrin alphaIIb beta3 signaling	REACT:R-HSA-354192
akt1	AKT1	207	Interleukin-4 and 13 signaling	REACT:R-HSA-6785807
akt1	AKT1	207	Intrinsic Pathway for Apoptosis	REACT:R-HSA-109606
akt1	AKT1	207	IRS-mediated signalling	REACT:R-HSA-112399
akt1	AKT1	207	IRS-related events triggered by IGF1R	REACT:R-HSA-2428928
akt1	AKT1	207	Jak-STAT signaling pathway	KEGG:hsa04630
akt1	AKT1	207	KSRP (KHSRP) binds and destabilizes mRNA	REACT:R-HSA-450604
akt1	AKT1	207	Longevity regulating pathway	KEGG:hsa04211
akt1	AKT1	207	Longevity regulating pathway - multiple species	KEGG:hsa04213
akt1	AKT1	207	MAPK signaling pathway	KEGG:hsa04010
akt1	AKT1	207	Measles	KEGG:hsa05162
akt1	AKT1	207	Melanoma	KEGG:hsa05218
akt1	AKT1	207	Membrane Trafficking	REACT:R-HSA-199991
akt1	AKT1	207	Metabolism	REACT:R-HSA-1430728
akt1	AKT1	207	Metabolism of nitric oxide	REACT:R-HSA-202131
akt1	AKT1	207	Mitotic G1-G1/S phases	REACT:R-HSA-453279
akt1	AKT1	207	mTOR signaling pathway	KEGG:hsa04150
akt1	AKT1	207	mTOR signalling	REACT:R-HSA-165159
akt1	AKT1	207	Negative regulation of the PI3K/AKT network	REACT:R-HSA-199418
akt1	AKT1	207	Neurotrophin signaling pathway	KEGG:hsa04722
akt1	AKT1	207	NGF signalling via TRKA from the plasma membrane	REACT:R-HSA-187037
akt1	AKT1	207	Non-alcoholic fatty liver disease (NAFLD)	KEGG:hsa04932
akt1	AKT1	207	Non-small cell lung cancer	KEGG:hsa05223
akt1	AKT1	207	Osteoclast differentiation	KEGG:hsa04380
akt1	AKT1	207	Pancreatic cancer	KEGG:hsa05212
akt1	AKT1	207	Pathways in cancer	KEGG:hsa05200
akt1	AKT1	207	Phospholipase D signaling pathway	KEGG:hsa04072
akt1	AKT1	207	PI3K/AKT activation	REACT:R-HSA-198203
akt1	AKT1	207	PI3K-Akt signaling	KEGG:hsa_M00676
akt1	AKT1	207	PI3K/AKT Signaling in Cancer	REACT:R-HSA-2219528
akt1	AKT1	207	PI3K-Akt signaling pathway	KEGG:hsa04151
akt1	AKT1	207	PI3K Cascade	REACT:R-HSA-109704
akt1	AKT1	207	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	REACT:R-HSA-6811558
akt1	AKT1	207	PIP3 activates AKT signaling	REACT:R-HSA-1257604
akt1	AKT1	207	PKB-mediated events	REACT:R-HSA-109703
akt1	AKT1	207	Platelet activation	KEGG:hsa04611
akt1	AKT1	207	Platelet activation, signaling and aggregation	REACT:R-HSA-76002
akt1	AKT1	207	Platelet Aggregation (Plug Formation)	REACT:R-HSA-76009
akt1	AKT1	207	Platinum drug resistance	KEGG:hsa01524
akt1	AKT1	207	Progesterone-mediated oocyte maturation	KEGG:hsa04914
akt1	AKT1	207	Programmed Cell Death	REACT:R-HSA-5357801
akt1	AKT1	207	Prolactin signaling pathway	KEGG:hsa04917
akt1	AKT1	207	Prostate cancer	KEGG:hsa05215
akt1	AKT1	207	Proteoglycans in cancer	KEGG:hsa05205
akt1	AKT1	207	PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	REACT:R-HSA-8849469
akt1	AKT1	207	RAB GEFs exchange GTP for GDP on RABs	REACT:R-HSA-8876198
akt1	AKT1	207	Rap1 signaling pathway	KEGG:hsa04015
akt1	AKT1	207	Ras signaling pathway	KEGG:hsa04014
akt1	AKT1	207	Regulation of beta-cell development	REACT:R-HSA-186712
akt1	AKT1	207	Regulation of gene expression in beta cells	REACT:R-HSA-210745
akt1	AKT1	207	Regulation of lipolysis in adipocytes	KEGG:hsa04923
akt1	AKT1	207	Regulation of mRNA stability by proteins that bind AU-rich elements	REACT:R-HSA-450531
akt1	AKT1	207	Regulation of TP53 Activity	REACT:R-HSA-5633007
akt1	AKT1	207	Regulation of TP53 Activity through Acetylation	REACT:R-HSA-6804758
akt1	AKT1	207	Regulation of TP53 Activity through Association with Co-factors	REACT:R-HSA-6804759
akt1	AKT1	207	Regulation of TP53 Degradation	REACT:R-HSA-6804757
akt1	AKT1	207	Regulation of TP53 Expression and Degradation	REACT:R-HSA-6806003
akt1	AKT1	207	Renal cell carcinoma	KEGG:hsa05211
akt1	AKT1	207	Role of LAT2/NTAL/LAB on calcium mobilization	REACT:R-HSA-2730905
akt1	AKT1	207	Signaling by EGFR	REACT:R-HSA-177929
akt1	AKT1	207	Signaling by ERBB2	REACT:R-HSA-1227986
akt1	AKT1	207	Signaling by GPCR	REACT:R-HSA-372790
akt1	AKT1	207	Signaling by Insulin receptor	REACT:R-HSA-74752
akt1	AKT1	207	Signaling by Interleukins	REACT:R-HSA-449147
akt1	AKT1	207	Signaling by PDGF	REACT:R-HSA-186797
akt1	AKT1	207	Signaling by PTK6	REACT:R-HSA-8848021
akt1	AKT1	207	Signaling by SCF-KIT	REACT:R-HSA-1433557
akt1	AKT1	207	Signaling by the B Cell Receptor (BCR)	REACT:R-HSA-983705
akt1	AKT1	207	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	REACT:R-HSA-2404192
akt1	AKT1	207	Signaling by VEGF	REACT:R-HSA-194138
akt1	AKT1	207	Signaling by Wnt	REACT:R-HSA-195721
akt1	AKT1	207	Signaling pathways regulating pluripotency of stem cells	KEGG:hsa04550
akt1	AKT1	207	Signalling by NGF	REACT:R-HSA-166520
akt1	AKT1	207	Signal Transduction	REACT:R-HSA-162582
akt1	AKT1	207	Small cell lung cancer	KEGG:hsa05222
akt1	AKT1	207	Sphingolipid signaling pathway	KEGG:hsa04071
akt1	AKT1	207	T cell receptor signaling pathway	KEGG:hsa04660
akt1	AKT1	207	TCF dependent signaling in response to WNT	REACT:R-HSA-201681
akt1	AKT1	207	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	REACT:R-HSA-1474151
akt1	AKT1	207	Thyroid hormone signaling pathway	KEGG:hsa04919
akt1	AKT1	207	TNF signaling pathway	KEGG:hsa04668
akt1	AKT1	207	Toll-like receptor signaling pathway	KEGG:hsa04620
akt1	AKT1	207	Toxoplasmosis	KEGG:hsa05145
akt1	AKT1	207	TP53 Regulates Metabolic Genes	REACT:R-HSA-5628897
akt1	AKT1	207	Transcriptional Regulation by TP53	REACT:R-HSA-3700989
akt1	AKT1	207	Translocation of GLUT4 to the plasma membrane	REACT:R-HSA-1445148
akt1	AKT1	207	Tuberculosis	KEGG:hsa05152
akt1	AKT1	207	VEGFA-VEGFR2 Pathway	REACT:R-HSA-4420097
akt1	AKT1	207	VEGFR2 mediated vascular permeability	REACT:R-HSA-5218920
akt1	AKT1	207	VEGF signaling pathway	KEGG:hsa04370
akt1	AKT1	207	Vesicle-mediated transport	REACT:R-HSA-5653656
akt2	AKT2	208	Activation of AKT2	REACT:R-HSA-165158
akt2	AKT2	208	Activation of BAD and translocation to mitochondria	REACT:R-HSA-111447
akt2	AKT2	208	Activation of BH3-only proteins	REACT:R-HSA-114452
akt2	AKT2	208	Acute myeloid leukemia	KEGG:hsa05221
akt2	AKT2	208	Adaptive Immune System	REACT:R-HSA-1280218
akt2	AKT2	208	Adipocytokine signaling pathway	KEGG:hsa04920
akt2	AKT2	208	Adrenergic signaling in cardiomyocytes	KEGG:hsa04261
akt2	AKT2	208	AGE-RAGE signaling pathway in diabetic complications	KEGG:hsa04933
akt2	AKT2	208	AKT-mediated inactivation of FOXO1A	REACT:R-HSA-211163
akt2	AKT2	208	AKT phosphorylates targets in the cytosol	REACT:R-HSA-198323
akt2	AKT2	208	AKT phosphorylates targets in the nucleus	REACT:R-HSA-198693
akt2	AKT2	208	AMPK signaling pathway	KEGG:hsa04152
akt2	AKT2	208	Apelin signaling pathway	KEGG:hsa04371
akt2	AKT2	208	Apoptosis	KEGG:hsa04210
akt2	AKT2	208	Apoptosis	REACT:R-HSA-109581
akt2	AKT2	208	Autophagy - animal	KEGG:hsa04140
akt2	AKT2	208	B cell receptor signaling pathway	KEGG:hsa04662
akt2	AKT2	208	Breast cancer	KEGG:hsa05224
akt2	AKT2	208	cAMP signaling pathway	KEGG:hsa04024
akt2	AKT2	208	Carbohydrate digestion and absorption	KEGG:hsa04973
akt2	AKT2	208	CD28 co-stimulation	REACT:R-HSA-389356
akt2	AKT2	208	CD28 dependent PI3K/Akt signaling	REACT:R-HSA-389357
akt2	AKT2	208	Cell Cycle	REACT:R-HSA-1640170
akt2	AKT2	208	Cell Cycle, Mitotic	REACT:R-HSA-69278
akt2	AKT2	208	Central carbon metabolism in cancer	KEGG:hsa05230
akt2	AKT2	208	cGMP-PKG signaling pathway	KEGG:hsa04022
akt2	AKT2	208	Chagas disease (American trypanosomiasis)	KEGG:hsa05142
akt2	AKT2	208	Chemokine signaling pathway	KEGG:hsa04062
akt2	AKT2	208	Choline metabolism in cancer	KEGG:hsa05231
akt2	AKT2	208	Cholinergic synapse	KEGG:hsa04725
akt2	AKT2	208	Chronic myeloid leukemia	KEGG:hsa05220
akt2	AKT2	208	Colorectal cancer	KEGG:hsa05210
akt2	AKT2	208	Constitutive Signaling by AKT1 E17K in Cancer	REACT:R-HSA-5674400
akt2	AKT2	208	Costimulation by the CD28 family	REACT:R-HSA-388841
akt2	AKT2	208	CTLA4 inhibitory signaling	REACT:R-HSA-389513
akt2	AKT2	208	Cyclin E associated events during G1/S transition	REACT:R-HSA-69202
akt2	AKT2	208	DAP12 interactions	REACT:R-HSA-2172127
akt2	AKT2	208	DAP12 signaling	REACT:R-HSA-2424491
akt2	AKT2	208	Deactivation of the beta-catenin transactivating complex	REACT:R-HSA-3769402
akt2	AKT2	208	Developmental Biology	REACT:R-HSA-1266738
akt2	AKT2	208	Disease	REACT:R-HSA-1643685
akt2	AKT2	208	Diseases of signal transduction	REACT:R-HSA-5663202
akt2	AKT2	208	Dopaminergic synapse	KEGG:hsa04728
akt2	AKT2	208	Downregulation of ERBB2:ERBB3 signaling	REACT:R-HSA-1358803
akt2	AKT2	208	Downregulation of ERBB2 signaling	REACT:R-HSA-8863795
akt2	AKT2	208	Downstream signaling events of B Cell Receptor (BCR)	REACT:R-HSA-1168372
akt2	AKT2	208	Downstream signal transduction	REACT:R-HSA-186763
akt2	AKT2	208	EGFR tyrosine kinase inhibitor resistance	KEGG:hsa01521
akt2	AKT2	208	Endocrine resistance	KEGG:hsa01522
akt2	AKT2	208	Endometrial cancer	KEGG:hsa05213
akt2	AKT2	208	Epstein-Barr virus infection	KEGG:hsa05169
akt2	AKT2	208	ErbB signaling pathway	KEGG:hsa04012
akt2	AKT2	208	Estrogen signaling pathway	KEGG:hsa04915
akt2	AKT2	208	Fc epsilon receptor (FCERI) signaling	REACT:R-HSA-2454202
akt2	AKT2	208	Fc epsilon RI signaling pathway	KEGG:hsa04664
akt2	AKT2	208	Fc gamma R-mediated phagocytosis	KEGG:hsa04666
akt2	AKT2	208	Fluid shear stress and atherosclerosis	KEGG:hsa05418
akt2	AKT2	208	Focal adhesion	KEGG:hsa04510
akt2	AKT2	208	FoxO signaling pathway	KEGG:hsa04068
akt2	AKT2	208	G1/S Transition	REACT:R-HSA-69206
akt2	AKT2	208	GAB1 signalosome	REACT:R-HSA-180292
akt2	AKT2	208	G beta:gamma signalling through PI3Kgamma	REACT:R-HSA-392451
akt2	AKT2	208	Gene Expression	REACT:R-HSA-74160
akt2	AKT2	208	Generic Transcription Pathway	REACT:R-HSA-212436
akt2	AKT2	208	Glioma	KEGG:hsa05214
akt2	AKT2	208	Glucagon signaling pathway	KEGG:hsa04922
akt2	AKT2	208	GPCR downstream signaling	REACT:R-HSA-388396
akt2	AKT2	208	G-protein beta:gamma signalling	REACT:R-HSA-397795
akt2	AKT2	208	GPVI-mediated activation cascade	REACT:R-HSA-114604
akt2	AKT2	208	Hemostasis	REACT:R-HSA-109582
akt2	AKT2	208	Hepatitis B	KEGG:hsa05161
akt2	AKT2	208	Hepatitis C	KEGG:hsa05160
akt2	AKT2	208	HIF-1 signaling pathway	KEGG:hsa04066
akt2	AKT2	208	HTLV-I infection	KEGG:hsa05166
akt2	AKT2	208	IGF1R signaling cascade	REACT:R-HSA-2428924
akt2	AKT2	208	Immune System	REACT:R-HSA-168256
akt2	AKT2	208	Influenza A	KEGG:hsa05164
akt2	AKT2	208	Inhibition of TSC complex formation by PKB	REACT:R-HSA-165181
akt2	AKT2	208	Innate Immune System	REACT:R-HSA-168249
akt2	AKT2	208	Insulin receptor signalling cascade	REACT:R-HSA-74751
akt2	AKT2	208	Insulin resistance	KEGG:hsa04931
akt2	AKT2	208	Insulin signaling pathway	KEGG:hsa04910
akt2	AKT2	208	Intrinsic Pathway for Apoptosis	REACT:R-HSA-109606
akt2	AKT2	208	IRS-mediated signalling	REACT:R-HSA-112399
akt2	AKT2	208	IRS-related events triggered by IGF1R	REACT:R-HSA-2428928
akt2	AKT2	208	Jak-STAT signaling pathway	KEGG:hsa04630
akt2	AKT2	208	Longevity regulating pathway	KEGG:hsa04211
akt2	AKT2	208	Longevity regulating pathway - multiple species	KEGG:hsa04213
akt2	AKT2	208	MAPK signaling pathway	KEGG:hsa04010
akt2	AKT2	208	Measles	KEGG:hsa05162
akt2	AKT2	208	Melanoma	KEGG:hsa05218
akt2	AKT2	208	Membrane Trafficking	REACT:R-HSA-199991
akt2	AKT2	208	Mitotic G1-G1/S phases	REACT:R-HSA-453279
akt2	AKT2	208	mTOR signaling pathway	KEGG:hsa04150
akt2	AKT2	208	mTOR signalling	REACT:R-HSA-165159
akt2	AKT2	208	Negative regulation of the PI3K/AKT network	REACT:R-HSA-199418
akt2	AKT2	208	Neurotrophin signaling pathway	KEGG:hsa04722
akt2	AKT2	208	NGF signalling via TRKA from the plasma membrane	REACT:R-HSA-187037
akt2	AKT2	208	Non-alcoholic fatty liver disease (NAFLD)	KEGG:hsa04932
akt2	AKT2	208	Non-small cell lung cancer	KEGG:hsa05223
akt2	AKT2	208	Osteoclast differentiation	KEGG:hsa04380
akt2	AKT2	208	Pancreatic cancer	KEGG:hsa05212
akt2	AKT2	208	Pathways in cancer	KEGG:hsa05200
akt2	AKT2	208	PDE3B signalling	REACT:R-HSA-165160
akt2	AKT2	208	Phospholipase D signaling pathway	KEGG:hsa04072
akt2	AKT2	208	PI3K/AKT activation	REACT:R-HSA-198203
akt2	AKT2	208	PI3K-Akt signaling	KEGG:hsa_M00676
akt2	AKT2	208	PI3K/AKT Signaling in Cancer	REACT:R-HSA-2219528
akt2	AKT2	208	PI3K-Akt signaling pathway	KEGG:hsa04151
akt2	AKT2	208	PI3K Cascade	REACT:R-HSA-109704
akt2	AKT2	208	PIP3 activates AKT signaling	REACT:R-HSA-1257604
akt2	AKT2	208	PKB-mediated events	REACT:R-HSA-109703
akt2	AKT2	208	Platelet activation	KEGG:hsa04611
akt2	AKT2	208	Platelet activation, signaling and aggregation	REACT:R-HSA-76002
akt2	AKT2	208	Platinum drug resistance	KEGG:hsa01524
akt2	AKT2	208	Progesterone-mediated oocyte maturation	KEGG:hsa04914
akt2	AKT2	208	Programmed Cell Death	REACT:R-HSA-5357801
akt2	AKT2	208	Prolactin signaling pathway	KEGG:hsa04917
akt2	AKT2	208	Prostate cancer	KEGG:hsa05215
akt2	AKT2	208	Proteoglycans in cancer	KEGG:hsa05205
akt2	AKT2	208	RAB GEFs exchange GTP for GDP on RABs	REACT:R-HSA-8876198
akt2	AKT2	208	Rap1 signaling pathway	KEGG:hsa04015
akt2	AKT2	208	Ras signaling pathway	KEGG:hsa04014
akt2	AKT2	208	Regulation of beta-cell development	REACT:R-HSA-186712
akt2	AKT2	208	Regulation of gene expression in beta cells	REACT:R-HSA-210745
akt2	AKT2	208	Regulation of lipolysis in adipocytes	KEGG:hsa04923
akt2	AKT2	208	Regulation of TP53 Activity	REACT:R-HSA-5633007
akt2	AKT2	208	Regulation of TP53 Activity through Acetylation	REACT:R-HSA-6804758
akt2	AKT2	208	Regulation of TP53 Activity through Association with Co-factors	REACT:R-HSA-6804759
